id,emoji,name,description,keywords,sentiment_label,sentiment_score
882,🎰,Slot Machine,A gambling machine generally found in casinos. Shows three wheels with a lever to the side. Most platforms display three 7 digits on this emoji.,gambling machine generally casinos shows wheels digits emoji,NEGATIVE,0.9901406168937683
883,🎲,Game Die,"A six-sided die, used in a range of board and turn-based games. Commonly called dice which refers to the plural of die.",commonly called dice refers sided die used plural,NEGATIVE,0.9902123808860779
884,🧩,Puzzle Piece,Puzzle Piece was approved as part of Unicode 11.0 in 2018 under the name “Jigsaw Puzzle Piece” and added to Emoji 11.0 in 2018.,piece approved unicode added emoji puzzle 11 jigsaw 2018,NEGATIVE,0.8187282681465149
885,♟️, Chess Pawn,Chess Pawn was approved as part of Unicode 1.1 in 1993 under the name “Black Chess Pawn” and added to Emoji 11.0 in 2018.,pawn added emoji approved unicode chess black,NEGATIVE,0.928917407989502
886,🎭,Performing Arts,"Two masks often used on maps to indicate a theatre, these originate in Greek Theatre as masks of tragedy and comedy.",greek theatre masks tragedy used maps indicate,NEGATIVE,0.7425071597099304
887,🎨,Artist Palette,"A palette used by an artist when painting, to store and mix paint colors.",palette used artist painting store mix paint colors,POSITIVE,0.9958475828170776
888,🧵,Thread,"A spool of thread, as used for sewing. Thread color varies across platforms, though often depicted in red or blue and on a wooden spool. Sometimes shown with an end unraveling.",sewing thread color spool used blue wooden,NEGATIVE,0.9944274425506592
889,🧶,Yarn,"A ball of yarn, as used to knit a scarf. Color varies across platforms, but often depicted in green, blue, or magenta and shown with an end unraveling. Sometimes depicted with a pair of knitting needles stuck in the ball.",ball yarn used knit scarf color,NEGATIVE,0.9866610169410706
890,🎼,Musical Score,A staff (or stave) showing a treble clef and five horizontal lines.,treble clef horizontal lines showing staff stave,NEGATIVE,0.971068263053894
891,🎤,Microphone,"A microphone, used to amplify a person’s voice when speaking or singing. Shown with music notes on most platforms, implying it to be used for a singer / singing.",microphone used amplify singer singing voice speaking shown,NEGATIVE,0.9884361028671265
892,🎧,Headphone,"Headphones, used to listen to music or other forms audio, such as podcasts. Most platforms display this emoji with large over-ear headphones in shades of black, blue, and gray.",emoji large ear headphones used listen platforms display,NEGATIVE,0.9932326078414917
893,🎷,Saxophone,Saxophone was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015.,saxophone approved unicode 2010 added emoji,NEGATIVE,0.9224860072135925
894,🪗,Accordion,Accordion was approved as part of Unicode 13.0 in 2020 and added to Emoji 13.0 in 2020.,accordion approved unicode 13 2020 emoji added,NEGATIVE,0.9356197714805603
895,🎸,Guitar,"A guitar, which most platforms display as a red electric guitar.",red electric guitar platforms display,NEGATIVE,0.980832040309906
896,🎹,Musical Keyboard,"A small section of a music keyboard, which differs from a computer keyboard.",music keyboard section differs computer,NEGATIVE,0.9672442078590393
897,🎺,Trumpet,"A trumpet, a brass instrument played in jazz bands.",trumpet brass instrument played jazz,POSITIVE,0.9978289008140564
898,🎻,Violin,A violin emoji. Sometimes used in the context of the world’s smallest violin.,violin emoji used smallest world,NEGATIVE,0.9966764450073242
899,🥁,Drum,"A drum shown with drumsticks. A percussion instrument which is likely to be displayed as a snare drum.music, instrument,",shown drumsticks percussion drum instrument displayed snare music,NEGATIVE,0.9913070797920227
900,🪘,Long Drum,Long Drum was approved as part of Unicode 13.0 in 2020 and added to Emoji 13.0 in 2020.,drum approved unicode long emoji 13 2020 added,NEGATIVE,0.9353801608085632
901,🎬,Clapper Board,"A board which contains the scene name, number, and film. A person ‘claps’ the board shut at the top while saying “Action” or “Cut” to indicate the start and stop of a scene that is being filmed.",claps board person shut contains scene film,NEGATIVE,0.9948046803474426
902,🏹,Bow and Arrow,A bow and arrow used in the sport of archery. May also be used by cupid.,archery used cupid sport bow arrow,POSITIVE,0.9359462261199951
903,🚣,Person Rowing Boat,A small rowboat suitable for a small number of people. Couples or families sometimes hire these as an activity on calm waters.,small rowboat suitable activity calm waters,POSITIVE,0.9625402688980103
904,🗾,Map of Japan,"Shows a map of the country of Japan, which is the only country to have its own emoji map. Other countries can be found on the various globe emojis, or the world map emoji.",country emoji map countries japan world emojis,NEGATIVE,0.9911472201347351
905,🏔️, Snow-Capped Mountain,A mountain with snow resting at higher altitudes. Similar in appearance to the Mount Fuji emoji.,mountain snow mount fuji emoji resting appearance,NEGATIVE,0.9774762392044067
906,⛰️, Mountain,A mountain shown with two peaks and blue sky. Similar to the snow capped mountain emoji.,mountain emoji capped shown peaks snow blue sky,POSITIVE,0.5716987252235413
907,🌋,Volcano,"A volcano, erupting with smoke and lava.",erupting smoke lava volcano,POSITIVE,0.9008340239524841
908,🗻,Mount Fuji,Mount Fuji (called Fuji-san in Japan) is the largest mountain in Japan. Often seen with snow on the peak in colder months of the year.,largest mountain japan seen mount fuji called san,POSITIVE,0.9971440434455872
909,🏕️, Camping,"A campsite featuring a tent and a tree, and perhaps a campfire. Similar to the tent emoji.",campsite featuring tent tree campfire similar emoji,NEGATIVE,0.991341769695282
910,🏖️, Beach with Umbrella,"A beach showing sand, and an umbrella for protection from the sun.",showing sand umbrella beach protection sun,POSITIVE,0.9204730987548828
911,🏜️, Desert,Desert was approved as part of Unicode 7.0 in 2014 and added to Emoji 1.0 in 2015.,desert approved unicode 2014 added emoji 2015,NEGATIVE,0.9553765058517456
912,🏝️, Desert Island,Desert Island was approved as part of Unicode 7.0 in 2014 and added to Emoji 1.0 in 2015.,island approved unicode 2014 added emoji desert,NEGATIVE,0.8170483112335205
913,🏞️, National Park,"A national park, generally displayed with mountains, a river or stream, and trees.",national park generally displayed mountains river stream trees,POSITIVE,0.9989891648292542
914,🏟️, Stadium,"A large capacity stadium, featuring a large amount of seating for sporting fans, or people attending other shows hosted by the stadium.",large capacity stadium featuring seating sporting fans shows hosted,POSITIVE,0.9989564418792725
915,🏛️, Classical Building,"A building shown with columns in a classical style, sometimes used to represent a courthouse, town hall, post office or stock exchange.",used represent courthouse columns classical style building shown town hall,POSITIVE,0.9845298528671265
916,🏗️, Building Construction,A construction site generally depicted as a tower crane shown lifting steel or other building materials.,depicted tower crane shown lifting steel building generally,NEGATIVE,0.9820480346679688
917,🛖,Hut,"A round hut with a thatched roof. Used to talk about huts, cottages, yurts, or homes in general.",hut thatched roof huts cottages yurts talk round,NEGATIVE,0.9860144853591919
918,🏘️, Houses,Multiple houses.,multiple houses,POSITIVE,0.9930167198181152
919,🏚️, Derelict House,"A house which is unoccupied, and has become derelict. In a state of disrepair.",house unoccupied derelict state disrepair,NEGATIVE,0.9997000694274902
920,🏠,House,"A house, otherwise known as a home when someone is living in it. Suitable for a couple or larger family, other perhaps housemates.",house home living suitable known family housemates,POSITIVE,0.9889677166938782
921,🏡,House with Garden,"A suburban-looking house, with a tree, flower, or shrubs around it in the garden.",suburban looking house tree flower shrubs garden,POSITIVE,0.9942620992660522
922,🏢,Office Building,"A generic, high-rise office building. Generally found in cities, and most active during business hours.",office building generally rise high,NEGATIVE,0.9928552508354187
923,🏣,Japanese Post Office,"A Japanese post office, featuring the テ Japanese postal mark on the front of the building (or showing this mark instead of the building in Microsoft’s artwork).",japanese postal mark post office featuring building,NEGATIVE,0.9917564392089844
924,🏤,Post Office,"A European-style post office. A postal horn can be seen on the front, which is commonly found in the logos of European Postal Services.",postal horn seen office logos european services post,POSITIVE,0.9796361923217773
925,🏥,Hospital,"A place where people are taken to receive medical care. This hospital has a large red cross on the front, often used as a symbol for health care.",hospital large red cross used medical care symbol health,POSITIVE,0.8250492811203003
926,🏦,Bank,"A retail bank branch, where people can perform money-related tasks. Also a common location to find an ATM.",bank branch retail people location atm common,POSITIVE,0.8280099034309387
927,🏨,Hotel,"A hotel building, displayed on most platforms as a building with many windows and a letter H on the front.",hotel building displayed platforms windows,NEGATIVE,0.6116011738777161
928,🏩,Love Hotel,A love hotel is a hotel that can be hired by the hour instead of as accommodation for the evening.,love hotel hired hour,POSITIVE,0.9905318021774292
929,🏪,Convenience Store,"A shop that is generally open for longer hours than a regular supermarket, sometimes 24 hours per day.",hours regular supermarket 24 shop generally open longer,NEGATIVE,0.9888837337493896
930,🏫,School,"A school building with multiple storeys, and a clock on the front. A place that children, or teenagers attend for their education.",school building multiple storeys clock place children teenagers,POSITIVE,0.9851709008216858
931,🏬,Department Store,"A large department store, selling a range of products to the general public. Shown as a large building with a billboard on most platforms, or as a shopping bag on Windows.",large department store selling shown building billboard,NEGATIVE,0.9817766547203064
932,🏭,Factory,"An industrial factory, with flue-gas stacks releasing exhaust into the air.",industrial factory flue gas exhaust air stacks,NEGATIVE,0.7877137660980225
933,🏯,Japanese Castle,"A traditional Japanese Castle, usually made from stone and wood.",traditional japanese castle usually stone,POSITIVE,0.9962753057479858
934,🏰,Castle,"A castle, in a style that can be found in France and other parts of Europe.",castle style france parts europe,POSITIVE,0.9994069337844849
935,💒,Wedding,"An emoji to depict a wedding, displayed by most vendors as a Christian church and love hearts. Some platforms display a cross or bell on the building.",emoji depict wedding displayed church love hearts,NEGATIVE,0.9292721748352051
936,🗼,Tokyo Tower,"The Tokyo Tower is the second-tallest building in Japan, located in Minato, Tokyo.",tallest building japan tokyo tower second located minato,POSITIVE,0.99885094165802
937,🗽,Statue of Liberty,"The Statue of Liberty, often used as a depiction of New York City.",statue liberty used depiction new york,POSITIVE,0.9943650960922241
